RouteId;Adress Id;Adress;lon;lat;linjenummer;L_u;route_group;type;problem_type
M101-N-Morning;403545;3 AV/E 60 ST;-73.965738;40.762558;8;30.0;Morning;Car;HPP
M101-N-Morning;402688;3 AV/E 67 ST;-73.962513;40.767113;9;30.0;Morning;Car;HPP
M101-N-Morning;403432;3 AV/E 72 ST;-73.960281;40.770075;10;30.0;Morning;Car;HPP
M101-N-Morning;403433;3 AV/E 79 ST;-73.95697;40.774605;11;30.0;Morning;Car;HPP
M101-N-Morning;403434;3 AV/E 86 ST;-73.954179;40.778466;12;30.0;Morning;Car;HPP
M101-N-Morning;403777;3 AV/E 97 ST;-73.948748;40.78573;13;30.0;Morning;Car;HPP
M101-N-Morning;401946;3 AV/E 99 ST;-73.947273;40.787906;14;30.0;Morning;Car;HPP
M101-N-Morning;403436;3 AV/E 106 ST;-73.944367;40.79189;15;30.0;Morning;Car;HPP
M101-N-Morning;405181;3 AV/E 116 ST;-73.94004;40.797798;16;30.0;Morning;Car;HPP
M101-N-Morning;402502;E 125 ST/3 AV;-73.936221;40.803935;17;30.0;Morning;Car;HPP
M101-N-Morning;402503;E 125 ST/LEXINGTON AV;-73.937761;40.804584;18;30.0;Morning;Car;HPP
M101-N-Morning;402504;E 125 ST/PARK AV;-73.939475;40.805301;19;30.0;Morning;Car;HPP
M101-N-Morning;402505;E 125 ST/MADISON AV;-73.940999;40.805979;20;30.0;Morning;Car;HPP
M101-N-Morning;402506;W 125 ST/5 AV;-73.94244;40.806542;21;30.0;Morning;Car;HPP
M101-N-Morning;402507;W 125 ST/MALCOLM X BLVD;-73.945964;40.808026;22;30.0;Morning;Car;HPP
M101-N-Morning;402508;W 125 ST/ADAM C POWELL BLVD;-73.948781;40.809228;23;30.0;Morning;Car;HPP
M101-N-Morning;402509;W 125 ST/FREDERICK DOUGLASS BLVD;-73.951598;40.810402;24;30.0;Morning;Car;HPP
M101-N-Morning;402510;W 125 ST/SAINT NICHOLAS AV;-73.953007;40.811005;25;30.0;Morning;Car;HPP
M101-N-Morning;401444;AMSTERDAM AV/W 125 ST;-73.955868;40.813745;26;30.0;Morning;Car;HPP
M101-N-Morning;401446;AMSTERDAM AV/W 129 ST;-73.954899;40.815135;27;30.0;Morning;Car;HPP
M101-N-Morning;401447;AMSTERDAM AV/W 131 ST;-73.953761;40.816685;28;30.0;Morning;Car;HPP
M101-N-Morning;401448;AMSTERDAM AV/W 133 ST;-73.952922;40.81785;29;30.0;Morning;Car;HPP
M101-N-Morning;402517;AMSTERDAM AV/W 135 ST;-73.95184;40.819316;30;30.0;Morning;Car;HPP
M101-N-Morning;402518;AMSTERDAM AV/W 138 ST;-73.950578;40.821041;31;30.0;Morning;Car;HPP
M101-N-Morning;402519;AMSTERDAM AV/W 140 ST;-73.949594;40.822402;32;30.0;Morning;Car;HPP
M101-N-Morning;402520;AMSTERDAM AV/W 143 ST;-73.94826;40.824241;33;30.0;Morning;Car;HPP
M101-N-Morning;402521;AMSTERDAM AV/W 145 ST;-73.947231;40.825615;34;30.0;Morning;Car;HPP
M101-N-Morning;405103;AMSTERDAM AV/W 149 ST;-73.945755;40.827662;35;30.0;Morning;Car;HPP
M101-N-Morning;405074;AMSTERDAM AV/W 152 ST;-73.944107;40.829905;36;30.0;Morning;Car;HPP
M101-N-Morning;402526;AMSTERDAM AV/W 155 ST;-73.942827;40.831683;37;30.0;Morning;Car;HPP
M101-N-Morning;405073;AMSTERDAM AV/W 158 ST;-73.941374;40.833638;38;30.0;Morning;Car;HPP
M101-N-Morning;404853;AMSTERDAM AV/W 161 ST;-73.940199;40.835239;39;30.0;Morning;Car;HPP
M101-N-Morning;405075;AMSTERDAM AV/W 164 ST;-73.938575;40.837468;40;30.0;Morning;Car;HPP
M101-N-Morning;405076;AMSTERDAM AV/W 167 ST;-73.93697;40.839672;41;30.0;Morning;Car;HPP
M101-N-Morning;402740;AMSTERDAM AV/W 171 ST;-73.935267;40.841978;42;30.0;Morning;Car;HPP
M101-N-Morning;402741;AMSTERDAM AV/W 173 ST;-73.934443;40.84312;43;30.0;Morning;Car;HPP
M101-N-Morning;405077;AMSTERDAM AV/W 176 ST;-73.932962;40.84515;44;30.0;Morning;Car;HPP
M101-N-Morning;402744;AMSTERDAM AV/W 179 ST;-73.931612;40.847008;45;30.0;Morning;Car;HPP
M101-N-Morning;402745;AMSTERDAM AV/W 181 ST;-73.930616;40.848358;46;30.0;Morning;Car;HPP
M101-N-Morning;405185;AMSTERDAM AV/W 183 ST;-73.929603;40.849806;47;30.0;Morning;Car;HPP
M101-N-Morning;402748;AMSTERDAM AV/W 187 ST;-73.927829;40.852204;48;30.0;Morning;Car;HPP
M101-N-Morning;402749;AMSTERDAM AV/W 190 ST;-73.926552;40.853927;49;30.0;Morning;Car;HPP
M101-N-Morning;903340;FORT GEORGE AV/66 FORT GEORGE AV;-73.926518;40.858017;50;30.0;Morning;Car;HPP
M101-N-Night;405155;3 AV/E 9 ST;-73.989235;40.730389;2;30.0;Night;Car;HPP
M101-N-Night;402707;3 AV/E 118 ST;-73.938718;40.799578;9;30.0;Night;Car;HPP
M101-N-Night;450492;3 AV/E 121 ST;-73.937686;40.801025;10;30.0;Night;Car;HPP
M101-N-Night;450228;3 AV/E 33 ST;-73.978601;40.744963;11;30.0;Night;Car;HPP
M101-N-Night;402503;E 125 ST/LEXINGTON AV;-73.937761;40.804584;12;30.0;Night;Car;HPP
M101-N-Night;402678;3 AV/E 39 ST;-73.975585;40.749101;13;30.0;Night;Car;HPP
M101-N-Night;402679;3 AV/E 42 ST;-73.974122;40.751085;14;30.0;Night;Car;HPP
M101-N-Night;402506;W 125 ST/5 AV;-73.94244;40.806542;15;30.0;Night;Car;HPP
M101-N-Night;402507;W 125 ST/MALCOLM X BLVD;-73.945964;40.808026;16;30.0;Night;Car;HPP
M101-N-Night;405480;3 AV/E 57 ST;-73.967523;40.76014;19;30.0;Night;Car;HPP
M101-N-Night;401446;AMSTERDAM AV/W 129 ST;-73.954899;40.815135;21;30.0;Night;Car;HPP
M101-N-Night;402517;AMSTERDAM AV/W 135 ST;-73.95184;40.819316;24;30.0;Night;Car;HPP
M101-N-Night;402521;AMSTERDAM AV/W 145 ST;-73.947231;40.825615;28;30.0;Night;Car;HPP
M101-N-Night;402697;3 AV/E 91 ST;-73.951458;40.782086;32;30.0;Night;Car;HPP
M101-N-Night;404853;AMSTERDAM AV/W 161 ST;-73.940199;40.835239;33;30.0;Night;Car;HPP
M101-N-Night;405076;AMSTERDAM AV/W 167 ST;-73.93697;40.839672;35;30.0;Night;Car;HPP
M101-N-Night;401947;3 AV/E 102 ST;-73.946287;40.789273;36;30.0;Night;Car;HPP
M101-N-Night;402741;AMSTERDAM AV/W 173 ST;-73.934443;40.84312;37;30.0;Night;Car;HPP
M101-N-Night;403436;3 AV/E 106 ST;-73.944367;40.79189;38;30.0;Night;Car;HPP
M101-N-Night;405077;AMSTERDAM AV/W 176 ST;-73.932962;40.84515;38;30.0;Night;Car;HPP
M101-N-Night;402744;AMSTERDAM AV/W 179 ST;-73.931612;40.847008;39;30.0;Night;Car;HPP
M101-N-Night;402745;AMSTERDAM AV/W 181 ST;-73.930616;40.848358;40;30.0;Night;Car;HPP
M101-N-Night;405181;3 AV/E 116 ST;-73.94004;40.797798;41;30.0;Night;Car;HPP
M101-N-Night;402508;W 125 ST/ADAM C POWELL BLVD;-73.948781;40.809228;50;30.0;Night;Car;HPP
M101-N-Night;402509;W 125 ST/FREDERICK DOUGLASS BLVD;-73.951598;40.810402;51;30.0;Night;Car;HPP
M101-N-Night;402510;W 125 ST/SAINT NICHOLAS AV;-73.953007;40.811005;52;30.0;Night;Car;HPP
M101-N-Night;401444;AMSTERDAM AV/W 125 ST;-73.955868;40.813745;53;30.0;Night;Car;HPP
M101-N-Night;401447;AMSTERDAM AV/W 131 ST;-73.953761;40.816685;55;30.0;Night;Car;HPP
M101-N-Night;401448;AMSTERDAM AV/W 133 ST;-73.952922;40.81785;56;30.0;Night;Car;HPP
M101-N-Night;402518;AMSTERDAM AV/W 138 ST;-73.950578;40.821041;58;30.0;Night;Car;HPP
M101-N-Night;405074;AMSTERDAM AV/W 152 ST;-73.944107;40.829905;63;30.0;Night;Car;HPP
M101-N-Night;402526;AMSTERDAM AV/W 155 ST;-73.942827;40.831683;64;30.0;Night;Car;HPP
M101-N-Night;405073;AMSTERDAM AV/W 158 ST;-73.941374;40.833638;65;30.0;Night;Car;HPP
M101-N-Night;405075;AMSTERDAM AV/W 164 ST;-73.938575;40.837468;67;30.0;Night;Car;HPP
M101-N-Night;405185;AMSTERDAM AV/W 183 ST;-73.929603;40.849806;74;30.0;Night;Car;HPP
M101-N-Night;402749;AMSTERDAM AV/W 190 ST;-73.926552;40.853927;76;30.0;Night;Car;HPP
M101-N-Night;903340;FORT GEORGE AV/66 FORT GEORGE AV;-73.926518;40.858017;77;30.0;Night;Car;HPP
M101-N-RushHour;405154;ASTOR PL/COOPER SQ EAST;-73.99004;40.729574;1;30.0;Rush Hour;Car;HPP
M101-N-RushHour;405155;3 AV/E 9 ST;-73.989235;40.730389;2;30.0;Rush Hour;Car;HPP
M101-N-RushHour;403913;3 AV/E 14 ST;-73.986787;40.733689;3;30.0;Rush Hour;Car;HPP
M101-N-RushHour;403855;3 AV/E 23 ST;-73.982771;40.739218;4;30.0;Rush Hour;Car;HPP
M101-N-RushHour;450228;3 AV/E 33 ST;-73.978601;40.744963;5;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402679;3 AV/E 42 ST;-73.974122;40.751085;6;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402682;3 AV/E 50 ST;-73.970922;40.755505;7;30.0;Rush Hour;Car;HPP
M101-N-RushHour;403545;3 AV/E 60 ST;-73.965738;40.762558;8;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402688;3 AV/E 67 ST;-73.962513;40.767113;9;30.0;Rush Hour;Car;HPP
M101-N-RushHour;403432;3 AV/E 72 ST;-73.960281;40.770075;10;30.0;Rush Hour;Car;HPP
M101-N-RushHour;403433;3 AV/E 79 ST;-73.95697;40.774605;11;30.0;Rush Hour;Car;HPP
M101-N-RushHour;403434;3 AV/E 86 ST;-73.954179;40.778466;12;30.0;Rush Hour;Car;HPP
M101-N-RushHour;403777;3 AV/E 97 ST;-73.948748;40.78573;13;30.0;Rush Hour;Car;HPP
M101-N-RushHour;401946;3 AV/E 99 ST;-73.947273;40.787906;14;30.0;Rush Hour;Car;HPP
M101-N-RushHour;403436;3 AV/E 106 ST;-73.944367;40.79189;15;30.0;Rush Hour;Car;HPP
M101-N-RushHour;405181;3 AV/E 116 ST;-73.94004;40.797798;16;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402502;E 125 ST/3 AV;-73.936221;40.803935;17;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402503;E 125 ST/LEXINGTON AV;-73.937761;40.804584;18;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402504;E 125 ST/PARK AV;-73.939475;40.805301;19;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402505;E 125 ST/MADISON AV;-73.940999;40.805979;20;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402506;W 125 ST/5 AV;-73.94244;40.806542;21;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402507;W 125 ST/MALCOLM X BLVD;-73.945964;40.808026;22;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402508;W 125 ST/ADAM C POWELL BLVD;-73.948781;40.809228;23;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402509;W 125 ST/FREDERICK DOUGLASS BLVD;-73.951598;40.810402;24;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402510;W 125 ST/SAINT NICHOLAS AV;-73.953007;40.811005;25;30.0;Rush Hour;Car;HPP
M101-N-RushHour;401444;AMSTERDAM AV/W 125 ST;-73.955868;40.813745;26;30.0;Rush Hour;Car;HPP
M101-N-RushHour;401446;AMSTERDAM AV/W 129 ST;-73.954899;40.815135;27;30.0;Rush Hour;Car;HPP
M101-N-RushHour;401447;AMSTERDAM AV/W 131 ST;-73.953761;40.816685;28;30.0;Rush Hour;Car;HPP
M101-N-RushHour;401448;AMSTERDAM AV/W 133 ST;-73.952922;40.81785;29;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402517;AMSTERDAM AV/W 135 ST;-73.95184;40.819316;30;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402518;AMSTERDAM AV/W 138 ST;-73.950578;40.821041;31;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402696;3 AV/E 88 ST;-73.952701;40.780478;31;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402519;AMSTERDAM AV/W 140 ST;-73.949594;40.822402;32;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402520;AMSTERDAM AV/W 143 ST;-73.94826;40.824241;33;30.0;Rush Hour;Car;HPP
M101-N-RushHour;403765;3 AV/E 93 ST;-73.950493;40.783505;33;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402521;AMSTERDAM AV/W 145 ST;-73.947231;40.825615;34;30.0;Rush Hour;Car;HPP
M101-N-RushHour;405103;AMSTERDAM AV/W 149 ST;-73.945755;40.827662;35;30.0;Rush Hour;Car;HPP
M101-N-RushHour;405074;AMSTERDAM AV/W 152 ST;-73.944107;40.829905;36;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402526;AMSTERDAM AV/W 155 ST;-73.942827;40.831683;37;30.0;Rush Hour;Car;HPP
M101-N-RushHour;405073;AMSTERDAM AV/W 158 ST;-73.941374;40.833638;38;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402704;3 AV/E 109 ST;-73.943005;40.793765;39;30.0;Rush Hour;Car;HPP
M101-N-RushHour;404853;AMSTERDAM AV/W 161 ST;-73.940199;40.835239;39;30.0;Rush Hour;Car;HPP
M101-N-RushHour;405075;AMSTERDAM AV/W 164 ST;-73.938575;40.837468;40;30.0;Rush Hour;Car;HPP
M101-N-RushHour;405076;AMSTERDAM AV/W 167 ST;-73.93697;40.839672;41;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402707;3 AV/E 118 ST;-73.938718;40.799578;42;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402740;AMSTERDAM AV/W 171 ST;-73.935267;40.841978;42;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402741;AMSTERDAM AV/W 173 ST;-73.934443;40.84312;43;30.0;Rush Hour;Car;HPP
M101-N-RushHour;405077;AMSTERDAM AV/W 176 ST;-73.932962;40.84515;44;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402744;AMSTERDAM AV/W 179 ST;-73.931612;40.847008;45;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402745;AMSTERDAM AV/W 181 ST;-73.930616;40.848358;46;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402748;AMSTERDAM AV/W 187 ST;-73.927829;40.852204;48;30.0;Rush Hour;Car;HPP
M101-N-RushHour;402749;AMSTERDAM AV/W 190 ST;-73.926552;40.853927;49;30.0;Rush Hour;Car;HPP
M101-N-RushHour;903340;FORT GEORGE AV/66 FORT GEORGE AV;-73.926518;40.858017;50;30.0;Rush Hour;Car;HPP
M101-S-Day;903341;FT GEORGE AV/FORT GEORGE HILL;-73.927934;40.857095;1;30.0;Day Busses;Car;HPP
M101-S-Day;404008;AMSTERDAM AV/W 190 ST;-73.927069;40.853438;2;30.0;Day Busses;Car;HPP
M101-S-Day;402764;AMSTERDAM AV/W 188 ST;-73.927959;40.852241;3;30.0;Day Busses;Car;HPP
M101-S-Day;405186;AMSTERDAM AV/W 185 ST;-73.929187;40.850616;4;30.0;Day Busses;Car;HPP
M101-S-Day;402766;AMSTERDAM AV/W 184 ST;-73.929899;40.849558;5;30.0;Day Busses;Car;HPP
M101-S-Day;402767;AMSTERDAM AV/W 181 ST;-73.930845;40.848228;6;30.0;Day Busses;Car;HPP
M101-S-Day;402769;AMSTERDAM AV/W 178 ST;-73.932601;40.845883;7;30.0;Day Busses;Car;HPP
M101-S-Day;405069;AMSTERDAM AV/W 175 ST;-73.934076;40.84381;8;30.0;Day Busses;Car;HPP
M101-S-Day;402772;AMSTERDAM AV/W 172 ST;-73.935378;40.842043;9;30.0;Day Busses;Car;HPP
M101-S-Day;402773;AMSTERDAM AV/W 170 ST;-73.936399;40.840658;10;30.0;Day Busses;Car;HPP
M101-S-Day;402774;AMSTERDAM AV/W 168 ST;-73.937226;40.839549;11;30.0;Day Busses;Car;HPP
M101-S-Day;405070;AMSTERDAM AV/W 165 ST;-73.938646;40.837603;12;30.0;Day Busses;Car;HPP
M101-S-Day;404949;AMSTERDAM AV/W 161 ST;-73.940181;40.835536;13;30.0;Day Busses;Car;HPP
M101-S-Day;402638;AMSTERDAM AV/W 158 ST;-73.941776;40.833351;14;30.0;Day Busses;Car;HPP
M101-S-Day;402639;AMSTERDAM AV/W 156 ST;-73.942813;40.831932;15;30.0;Day Busses;Car;HPP
M101-S-Day;402641;AMSTERDAM AV/W 152 ST;-73.944372;40.829745;16;30.0;Day Busses;Car;HPP
M101-S-Day;402642;AMSTERDAM AV/W 150 ST;-73.945613;40.82806;17;30.0;Day Busses;Car;HPP
M101-S-Day;402643;AMSTERDAM AV/W 148 ST;-73.946446;40.826908;18;30.0;Day Busses;Car;HPP
M101-S-Day;402644;AMSTERDAM AV/W 145 ST;-73.947888;40.824949;19;30.0;Day Busses;Car;HPP
M101-S-Day;402645;AMSTERDAM AV/W 143 ST;-73.948866;40.823629;20;30.0;Day Busses;Car;HPP
M101-S-Day;402646;AMSTERDAM AV/W 140 ST;-73.950244;40.821716;21;30.0;Day Busses;Car;HPP
M101-S-Day;402647;AMSTERDAM AV/W 138 ST;-73.95113;40.820487;22;30.0;Day Busses;Car;HPP
M101-S-Day;405078;AMSTERDAM AV/W 135 ST;-73.952522;40.818605;23;30.0;Day Busses;Car;HPP
M101-S-Day;401458;AMSTERDAM AV/W 131 ST;-73.954424;40.816009;24;30.0;Day Busses;Car;HPP
M101-S-Day;401459;AMSTERDAM AV/W 129 ST;-73.95525;40.814859;25;30.0;Day Busses;Car;HPP
M101-S-Day;402653;W 125 ST/AMSTERDAM AV;-73.955693;40.812602;26;30.0;Day Busses;Car;HPP
M101-S-Day;402723;W 125 ST/MORNINGSIDE AV;-73.954184;40.811402;27;30.0;Day Busses;Car;HPP
M101-S-Day;405416;W 125 ST/SAINT NICHOLAS AV;-73.951805;40.810371;28;30.0;Day Busses;Car;HPP
M101-S-Day;402657;W 125 ST/FREDERICK DOUGLASS BLVD;-73.950705;40.809908;29;30.0;Day Busses;Car;HPP
M101-S-Day;402658;W 125 ST/ADAM C POWELL BLVD;-73.947836;40.8087;30;30.0;Day Busses;Car;HPP
M101-S-Day;402659;W 125 ST/MALCOLM X  BLVD;-73.945026;40.807514;31;30.0;Day Busses;Car;HPP
M101-S-Day;402660;E 125 ST/5 AV;-73.941853;40.806201;32;30.0;Day Busses;Car;HPP
M101-S-Day;402661;E 125 ST/MADISON AV;-73.940296;40.805533;33;30.0;Day Busses;Car;HPP
M101-S-Day;402662;E 125 ST/PARK AV;-73.938583;40.804799;34;30.0;Day Busses;Car;HPP
M101-S-Day;404255;LEXINGTON AV/E 124 ST;-73.937851;40.803886;35;30.0;Day Busses;Car;HPP
M101-S-Day;403416;LEXINGTON AV/E 116 ST;-73.942022;40.798149;36;30.0;Day Busses;Car;HPP
M101-S-Day;403417;LEXINGTON AV/E 106 ST;-73.946585;40.791892;37;30.0;Day Busses;Car;HPP
M101-S-Day;402816;LEXINGTON AV/E 100 ST;-73.949209;40.78827;38;30.0;Day Busses;Car;HPP
M101-S-Day;403418;LEXINGTON AV/E 96 ST;-73.95133;40.78548;39;30.0;Day Busses;Car;HPP
M101-S-Day;403419;LEXINGTON AV/E 86 ST;-73.955739;40.779426;40;30.0;Day Busses;Car;HPP
M101-S-Day;402826;LEXINGTON AV/E 79 ST;-73.959031;40.774914;41;30.0;Day Busses;Car;HPP
M101-S-Day;403421;LEXINGTON AV/E 72 ST;-73.962352;40.770316;42;30.0;Day Busses;Car;HPP
M101-S-Day;403422;LEXINGTON AV/E 68 ST;-73.964248;40.767713;43;30.0;Day Busses;Car;HPP
M101-S-Day;404171;LEXINGTON AV/E 59 ST;-73.968336;40.762106;44;30.0;Day Busses;Car;HPP
M101-S-Day;403424;LEXINGTON AV/E 50 ST;-73.972382;40.756659;45;30.0;Day Busses;Car;HPP
M101-S-Day;403425;LEXINGTON AV/E 42 ST;-73.976286;40.751393;46;30.0;Day Busses;Car;HPP
M101-S-Day;403821;LEXINGTON AV / E 34 ST;-73.97997;40.746315;47;30.0;Day Busses;Car;HPP
M101-S-Day;402854;3 AV/E 23 ST;-73.983129;40.738982;48;30.0;Day Busses;Car;HPP
M101-S-Day;404106;3 AV/E 14 ST;-73.987502;40.732955;49;30.0;Day Busses;Car;HPP
M101-S-Day;903148;3 AV/ASTOR PL;-73.990259;40.729113;50;30.0;Day Busses;Car;HPP
M101-S-Evening;402764;AMSTERDAM AV/W 188 ST;-73.927959;40.852241;3;30.0;Evening Busses;Car;HPP
M101-S-Evening;405186;AMSTERDAM AV/W 185 ST;-73.929187;40.850616;4;30.0;Evening Busses;Car;HPP
M101-S-Evening;402766;AMSTERDAM AV/W 184 ST;-73.929899;40.849558;5;30.0;Evening Busses;Car;HPP
M101-S-Evening;402767;AMSTERDAM AV/W 181 ST;-73.930845;40.848228;6;30.0;Evening Busses;Car;HPP
M101-S-Evening;402769;AMSTERDAM AV/W 178 ST;-73.932601;40.845883;7;30.0;Evening Busses;Car;HPP
M101-S-Evening;405069;AMSTERDAM AV/W 175 ST;-73.934076;40.84381;8;30.0;Evening Busses;Car;HPP
M101-S-Evening;402772;AMSTERDAM AV/W 172 ST;-73.935378;40.842043;9;30.0;Evening Busses;Car;HPP
M101-S-Evening;402773;AMSTERDAM AV/W 170 ST;-73.936399;40.840658;10;30.0;Evening Busses;Car;HPP
M101-S-Evening;402774;AMSTERDAM AV/W 168 ST;-73.937226;40.839549;11;30.0;Evening Busses;Car;HPP
M101-S-Evening;405070;AMSTERDAM AV/W 165 ST;-73.938646;40.837603;12;30.0;Evening Busses;Car;HPP
M101-S-Evening;404949;AMSTERDAM AV/W 161 ST;-73.940181;40.835536;13;30.0;Evening Busses;Car;HPP
M101-S-Evening;402638;AMSTERDAM AV/W 158 ST;-73.941776;40.833351;14;30.0;Evening Busses;Car;HPP
M101-S-Evening;402639;AMSTERDAM AV/W 156 ST;-73.942813;40.831932;15;30.0;Evening Busses;Car;HPP
M101-S-Evening;402641;AMSTERDAM AV/W 152 ST;-73.944372;40.829745;16;30.0;Evening Busses;Car;HPP
M101-S-Evening;402642;AMSTERDAM AV/W 150 ST;-73.945613;40.82806;17;30.0;Evening Busses;Car;HPP
M101-S-Evening;402643;AMSTERDAM AV/W 148 ST;-73.946446;40.826908;18;30.0;Evening Busses;Car;HPP
M101-S-Evening;402644;AMSTERDAM AV/W 145 ST;-73.947888;40.824949;19;30.0;Evening Busses;Car;HPP
M101-S-Evening;402645;AMSTERDAM AV/W 143 ST;-73.948866;40.823629;20;30.0;Evening Busses;Car;HPP
M101-S-Evening;402646;AMSTERDAM AV/W 140 ST;-73.950244;40.821716;21;30.0;Evening Busses;Car;HPP
M101-S-Evening;402647;AMSTERDAM AV/W 138 ST;-73.95113;40.820487;22;30.0;Evening Busses;Car;HPP
M101-S-Evening;405078;AMSTERDAM AV/W 135 ST;-73.952522;40.818605;23;30.0;Evening Busses;Car;HPP
M101-S-Evening;401458;AMSTERDAM AV/W 131 ST;-73.954424;40.816009;24;30.0;Evening Busses;Car;HPP
M101-S-Evening;401459;AMSTERDAM AV/W 129 ST;-73.95525;40.814859;25;30.0;Evening Busses;Car;HPP
M101-S-Evening;402653;W 125 ST/AMSTERDAM AV;-73.955693;40.812602;26;30.0;Evening Busses;Car;HPP
M101-S-Evening;402723;W 125 ST/MORNINGSIDE AV;-73.954184;40.811402;27;30.0;Evening Busses;Car;HPP
M101-S-Evening;405416;W 125 ST/SAINT NICHOLAS AV;-73.951805;40.810371;28;30.0;Evening Busses;Car;HPP
M101-S-Evening;402657;W 125 ST/FREDERICK DOUGLASS BLVD;-73.950705;40.809908;29;30.0;Evening Busses;Car;HPP
M101-S-Evening;402658;W 125 ST/ADAM C POWELL BLVD;-73.947836;40.8087;30;30.0;Evening Busses;Car;HPP
M101-S-Evening;402659;W 125 ST/MALCOLM X  BLVD;-73.945026;40.807514;31;30.0;Evening Busses;Car;HPP
M101-S-Evening;402660;E 125 ST/5 AV;-73.941853;40.806201;32;30.0;Evening Busses;Car;HPP
M101-S-Evening;402661;E 125 ST/MADISON AV;-73.940296;40.805533;33;30.0;Evening Busses;Car;HPP
M101-S-Evening;402662;E 125 ST/PARK AV;-73.938583;40.804799;34;30.0;Evening Busses;Car;HPP
M101-S-Evening;404255;LEXINGTON AV/E 124 ST;-73.937851;40.803886;35;30.0;Evening Busses;Car;HPP
M101-S-Evening;402805;LEXINGTON AV/E 122 ST;-73.939144;40.802094;36;30.0;Evening Busses;Car;HPP
M101-S-Evening;403416;LEXINGTON AV/E 116 ST;-73.942022;40.798149;36;30.0;Evening Busses;Car;HPP
M101-S-Evening;403417;LEXINGTON AV/E 106 ST;-73.946585;40.791892;37;30.0;Evening Busses;Car;HPP
M101-S-Evening;405057;LEXINGTON AV/E 119 ST;-73.94052;40.800189;37;30.0;Evening Busses;Car;HPP
M101-S-Evening;402816;LEXINGTON AV/E 100 ST;-73.949209;40.78827;38;30.0;Evening Busses;Car;HPP
M101-S-Evening;405272;E 24 ST/LEXINGTON AV;-73.984009;40.739992;38;30.0;Evening Busses;Car;HPP
M101-S-Evening;402809;LEXINGTON AV/E 114 ST;-73.942746;40.797178;39;30.0;Evening Busses;Car;HPP
M101-S-Evening;403418;LEXINGTON AV/E 96 ST;-73.95133;40.78548;39;30.0;Evening Busses;Car;HPP
M101-S-Evening;402811;LEXINGTON AV/E 110 ST;-73.944667;40.794544;40;30.0;Evening Busses;Car;HPP
M101-S-Evening;403419;LEXINGTON AV/E 86 ST;-73.955739;40.779426;40;30.0;Evening Busses;Car;HPP
M101-S-Evening;402826;LEXINGTON AV/E 79 ST;-73.959031;40.774914;41;30.0;Evening Busses;Car;HPP
M101-S-Evening;403421;LEXINGTON AV/E 72 ST;-73.962352;40.770316;42;30.0;Evening Busses;Car;HPP
M101-S-Evening;401974;LEXINGTON AV/E 102 ST;-73.948437;40.789366;43;30.0;Evening Busses;Car;HPP
M101-S-Evening;403422;LEXINGTON AV/E 68 ST;-73.964248;40.767713;43;30.0;Evening Busses;Car;HPP
M101-S-Evening;404171;LEXINGTON AV/E 59 ST;-73.968336;40.762106;44;30.0;Evening Busses;Car;HPP
M101-S-Evening;403424;LEXINGTON AV/E 50 ST;-73.972382;40.756659;45;30.0;Evening Busses;Car;HPP
M101-S-Evening;403425;LEXINGTON AV/E 42 ST;-73.976286;40.751393;46;30.0;Evening Busses;Car;HPP
M101-S-Evening;403821;LEXINGTON AV / E 34 ST;-73.97997;40.746315;47;30.0;Evening Busses;Car;HPP
M101-S-Evening;402854;3 AV/E 23 ST;-73.983129;40.738982;48;30.0;Evening Busses;Car;HPP
M101-S-Evening;404106;3 AV/E 14 ST;-73.987502;40.732955;49;30.0;Evening Busses;Car;HPP
M101-S-Evening;903148;3 AV/ASTOR PL;-73.990259;40.729113;50;30.0;Evening Busses;Car;HPP
M101-S-Evening;405406;LEXINGTON AV/E 64 St;-73.966019;40.765236;58;30.0;Evening Busses;Car;HPP
M101-S-Evening;402838;LEXINGTON AV/E 56 ST;-73.96977;40.760207;61;30.0;Evening Busses;Car;HPP
